properties.type,properties.timing,properties.speciesId,properties.date,properties.createdAt,geometry.coordinates
normal,day,85,2016-07-13T04:00:00.000Z,2016-07-14T18:38:49.162Z,"[-74.0090753716525,40.70682286077064]"
normal,night,19,2016-07-13T22:00:00.000Z,2016-07-14T18:38:50.647Z,"[-0.38658468434317683,39.48099519560853]"
grass,night,1,2016-07-13T22:00:00.000Z,2016-07-14T18:38:51.196Z,"[-3.7370481356813343,40.0008861420925]"
rock,night,95,2016-07-14T05:00:00.000Z,2016-07-14T18:38:52.259Z,"[-100.28224194833342,25.74208105620825]"
water,day,7,2016-07-13T22:00:00.000Z,2016-07-14T18:38:57.964Z,"[-3.5025072300877866,40.47216485962451]"
normal,night,16,2016-07-13T05:00:00.000Z,2016-07-14T18:38:58.407Z,"[-91.83988241607949,18.661635276074904]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-14T18:39:02.979Z,"[-93.19033111531286,45.270933878469805]"
normal,day,20,2016-07-14T04:00:00.000Z,2016-07-14T18:39:03.349Z,"[-74.0089168828097,40.706715923135306]"
normal,night,19,2016-07-14T05:00:00.000Z,2016-07-14T18:39:05.447Z,"[-100.27948513717101,25.741992145291164]"
grass,night,1,2016-07-13T22:00:00.000Z,2016-07-14T18:39:14.517Z,"[-3.9616755862821265,39.20398744825849]"
normal,night,19,2016-07-13T05:00:00.000Z,2016-07-14T18:39:19.952Z,"[-91.83965772663416,18.65996819421794]"
electric,day,25,2016-07-14T04:00:00.000Z,2016-07-14T18:39:19.801Z,"[-81.95121734393716,26.47885446736325]"
water,day,7,2016-07-13T23:00:00.000Z,2016-07-14T18:39:20.996Z,"[0.008825551453099933,51.58531386699525]"
fire,night,77,2016-07-13T07:00:00.000Z,2016-07-14T18:39:20.999Z,"[-121.84317960152914,39.72949147426513]"
grass,day,102,2016-07-13T04:00:00.000Z,2016-07-14T18:39:23.045Z,"[-74.00919320180626,40.706551796679406]"
grass,night,43,2016-07-13T07:00:00.000Z,2016-07-14T18:39:31.907Z,"[-121.84408876740818,39.72940165656462]"
normal,day,137,2016-07-13T23:00:00.000Z,2016-07-14T18:39:31.097Z,"[0.010837477113994964,51.584626954327064]"
bug,night,127,2016-07-13T07:00:00.000Z,2016-07-14T18:39:47.102Z,"[-121.84355023276686,39.72882376955275]"
normal,day,133,2016-07-13T23:00:00.000Z,2016-07-14T18:39:47.858Z,"[0.02046817843063309,51.59843831373445]"
water,day,61,2016-07-13T04:00:00.000Z,2016-07-14T18:39:48.998Z,"[-74.00881180646344,40.706924393354285]"
water,day,60,2016-07-14T04:00:00.000Z,2016-07-14T18:39:58.232Z,"[-74.00867090898525,40.707062406902224]"
psychic,day,96,2016-07-13T23:00:00.000Z,2016-07-14T18:40:01.707Z,"[0.022209483542127373,51.589755661704174]"
grass,day,1,2016-07-10T22:00:00.000Z,2016-07-14T18:40:04.192Z,"[-3.684865872128796,40.41732170136723]"
poison,day,41,2016-07-14T04:00:00.000Z,2016-07-14T18:40:05.844Z,"[-74.00859718982889,40.707182663973896]"
grass,day,1,2016-07-14T04:00:00.000Z,2016-07-14T18:40:06.489Z,"[-81.71459779302064,26.616715545125146]"
bug,night,49,2016-07-13T07:00:00.000Z,2016-07-14T18:40:11.852Z,"[-121.84266259689022,39.729703880362905]"
ghost,day,92,2016-07-14T04:00:00.000Z,2016-07-14T18:40:17.803Z,"[-74.00880113956424,40.70701853866845]"
water,day,129,2016-07-13T23:00:00.000Z,2016-07-14T18:40:17.542Z,"[0.01449116678756468,51.58305558251797]"
water,day,7,2016-07-10T22:00:00.000Z,2016-07-14T18:40:17.386Z,"[-3.6831377997581,40.41807384373354]"
water,night,120,2016-07-13T07:00:00.000Z,2016-07-14T18:40:21.755Z,"[-121.84432909984156,39.729715442293724]"
water,day,7,2016-07-13T22:00:00.000Z,2016-07-14T18:40:22.928Z,"[8.59940690873185,47.41885688858994]"
electric,day,25,2016-07-13T22:00:00.000Z,2016-07-14T18:40:24.583Z,"[-0.4293546411011846,39.19684700260518]"
water,day,7,2016-07-13T04:00:00.000Z,2016-07-14T18:40:27.799Z,"[-74.00891545568247,40.7069708049016]"
poison,night,41,2016-07-13T22:00:00.000Z,2016-07-14T18:40:29.993Z,"[-0.3869361176009818,39.48117286392508]"
bug,night,13,2016-07-13T07:00:00.000Z,2016-07-14T18:40:33.605Z,"[-121.84445719341116,39.72957666391844]"
fire,day,4,2016-07-10T22:00:00.000Z,2016-07-14T18:40:37.622Z,"[-3.685762308395539,40.41913697466214]"
poison,day,23,2016-07-13T22:00:00.000Z,2016-07-14T18:40:41.342Z,"[-0.3862486138902739,39.48136989363181]"
poison,day,23,2016-07-14T04:00:00.000Z,2016-07-14T18:40:44.428Z,"[-74.00984763180304,40.70578206356396]"
electric,day,25,2016-07-13T22:00:00.000Z,2016-07-14T18:40:44.399Z,"[8.601055343086273,47.4186883233067]"
bug,day,123,2016-07-13T07:00:00.000Z,2016-07-14T18:40:47.143Z,"[-122.63107279718996,45.56269258810096]"
bug,day,127,2016-07-14T04:00:00.000Z,2016-07-14T18:40:53.638Z,"[-81.71449228740302,26.61538903642655]"
fairy,day,35,2016-07-13T22:00:00.000Z,2016-07-14T18:40:58.813Z,"[-3.6755365195797935,40.40175246726176]"
normal,day,19,2016-07-13T23:00:00.000Z,2016-07-14T18:40:59.832Z,"[0.02251541948928093,51.59351590845128]"
normal,day,16,2016-07-13T22:00:00.000Z,2016-07-14T18:41:06.498Z,"[-3.6747574520423996,40.401459891399696]"
water,day,60,2016-07-13T23:00:00.000Z,2016-07-14T18:41:16.759Z,"[0.009598873456894808,51.58381226955288]"
normal,night,22,2016-07-13T07:00:00.000Z,2016-07-14T18:41:18.672Z,"[-121.80144972406572,39.73457835224124]"
fighting,day,56,2016-07-13T22:00:00.000Z,2016-07-14T18:41:18.046Z,"[-3.674441791240895,40.401730156280166]"
normal,night,21,2016-07-13T07:00:00.000Z,2016-07-14T18:41:29.769Z,"[-121.80130669686818,39.73452251967544]"
fire,day,4,2016-07-13T22:00:00.000Z,2016-07-14T18:41:35.848Z,"[-2.6660267887016857,42.85584518245852]"
normal,day,19,2016-07-13T07:00:00.000Z,2016-07-14T18:41:37.526Z,"[-121.80141793849037,39.73444020254098]"
ground,day,104,2016-07-13T22:00:00.000Z,2016-07-14T18:41:41.568Z,"[-3.669519095853275,40.39741554955913]"
normal,day,16,2016-07-13T07:00:00.000Z,2016-07-14T18:41:44.622Z,"[-121.80152004359192,39.73449508024646]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-14T18:41:47.199Z,"[-100.28081580518298,25.742317774928694]"
fighting,day,68,2016-07-13T22:00:00.000Z,2016-07-14T18:41:56.660Z,"[-3.669818865920149,40.40882957946425]"
water,day,116,2016-07-13T23:00:00.000Z,2016-07-14T18:41:57.846Z,"[0.009710467560324787,51.585425725617625]"
fire,night,4,2016-07-13T22:00:00.000Z,2016-07-14T18:42:08.560Z,"[-2.6688851397182702,42.8585583632877]"
electric,night,25,2016-07-13T22:00:00.000Z,2016-07-14T18:42:29.679Z,"[-2.669242195444639,42.85859630561518]"
fire,day,58,2016-07-12T07:00:00.000Z,2016-07-14T18:42:34.058Z,"[-121.84395152524857,39.75678278222924]"
normal,night,19,2016-07-13T22:00:00.000Z,2016-07-14T18:42:42.257Z,"[-2.669242195444639,42.85859630561518]"
bug,day,127,2016-07-13T22:00:00.000Z,2016-07-14T18:42:43.942Z,"[-3.6654024994951726,40.42684312874357]"
ground,day,104,2016-07-13T07:00:00.000Z,2016-07-14T18:42:49.769Z,"[-121.84782364451875,39.75663195727225]"
poison,day,23,2016-07-13T22:00:00.000Z,2016-07-14T18:42:54.416Z,"[-3.6688387928210773,40.423886714938504]"
fire,day,4,2016-07-13T23:00:00.000Z,2016-07-14T18:42:55.386Z,"[-1.936203492579807,52.5986586793517]"
rock,day,74,2016-07-13T07:00:00.000Z,2016-07-14T18:42:56.679Z,"[-121.84768530043237,39.75682128535843]"
poison,day,41,2016-07-13T22:00:00.000Z,2016-07-14T18:43:01.888Z,"[-3.6688696973762944,40.42359603559015]"
normal,night,133,2016-07-13T05:00:00.000Z,2016-07-14T18:43:03.528Z,"[-91.83351805672703,18.6406934685059]"
grass,day,1,2016-07-13T04:00:00.000Z,2016-07-14T18:43:15.413Z,"[-74.00863919018941,40.706979569400346]"
normal,day,52,2016-07-14T05:00:00.000Z,2016-07-14T18:43:26.400Z,"[-100.27997553352873,25.742407412833757]"
normal,day,16,2016-07-14T05:00:00.000Z,2016-07-14T18:43:30.113Z,"[-97.67588996403872,30.262455353400483]"
ground,night,111,2016-07-13T07:00:00.000Z,2016-07-14T18:43:32.323Z,"[-121.84079449029997,39.729710719943256]"
normal,day,20,2016-07-14T06:00:00.000Z,2016-07-14T18:43:32.489Z,"[-86.27720284963316,12.141414666539859]"
normal,day,19,2016-07-14T05:00:00.000Z,2016-07-14T18:43:38.682Z,"[-97.67589170734297,30.262414494512697]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-14T18:43:44.602Z,"[-97.6758777147787,30.262387455887605]"
normal,night,84,2016-07-14T05:00:00.000Z,2016-07-14T18:43:45.897Z,"[-91.83476426424805,18.641160609274422]"
fire,day,4,2016-07-07T05:00:00.000Z,2016-07-14T18:43:45.861Z,"[-101.38793306178026,23.944007432050938]"
electric,day,25,2016-07-14T17:00:00.000Z,2016-07-14T18:43:47.566Z,"[106.83339872716249,-6.260288859151487]"
normal,day,21,2016-07-14T05:00:00.000Z,2016-07-14T18:43:53.127Z,"[-97.67593184972166,30.262395117466696]"
electric,day,25,2016-07-11T07:00:00.000Z,2016-07-14T18:43:55.011Z,"[-121.84376714982147,39.75765509378624]"
fire,day,4,2016-07-14T05:00:00.000Z,2016-07-14T18:44:07.752Z,"[-101.11035302680152,25.092342661622695]"
fire,day,58,2016-07-13T22:00:00.000Z,2016-07-14T18:44:17.318Z,"[-3.674151080603764,40.40260853724047]"
grass,day,102,2016-07-10T07:00:00.000Z,2016-07-14T18:44:18.162Z,"[-121.8036669851838,39.737335519956446]"
water,day,129,2016-07-13T02:30:00.000Z,2016-07-14T18:44:21.482Z,"[-53.02075228597482,47.50264837693942]"
normal,day,84,2016-07-13T22:00:00.000Z,2016-07-14T18:44:26.350Z,"[-3.6740449102469768,40.402111105182996]"
normal,night,17,2016-07-13T05:00:00.000Z,2016-07-14T18:44:30.683Z,"[-91.83361577257357,18.640403213335887]"
rock,day,138,2016-07-14T06:00:00.000Z,2016-07-14T18:44:36.564Z,"[-104.98882907903644,39.740157581132706]"
poison,day,41,2016-07-13T22:00:00.000Z,2016-07-14T18:44:36.128Z,"[-3.6759529136604385,40.40193185839553]"
water,day,120,2016-07-14T04:00:00.000Z,2016-07-14T18:44:39.016Z,"[-74.00843490809063,40.70704328361913]"
ice,day,124,2016-07-14T06:00:00.000Z,2016-07-14T18:44:44.108Z,"[-104.9885279558816,39.73925641594417]"
normal,day,52,2016-07-13T22:00:00.000Z,2016-07-14T18:44:51.413Z,"[-3.677202480801782,40.40211011111077]"
electric,day,25,2016-07-13T22:00:00.000Z,2016-07-14T18:45:00.804Z,"[-0.8664044834158062,41.64524746674002]"
water,day,54,2016-07-14T04:00:00.000Z,2016-07-14T18:45:03.411Z,"[-76.15775916097057,43.05086895317882]"
fighting,day,56,2016-07-13T22:00:00.000Z,2016-07-14T18:45:04.549Z,"[-3.6763706619424283,40.40713187256216]"
grass,day,44,2016-07-13T02:30:00.000Z,2016-07-14T18:45:05.295Z,"[-53.02216141009437,47.50265162903537]"
water,night,7,2016-07-14T06:00:00.000Z,2016-07-14T18:45:06.200Z,"[-105.0870573853721,39.70408537449612]"
electric,day,135,2016-07-11T22:00:00.000Z,2016-07-14T18:45:09.189Z,"[26.171881983315217,-29.12278742209594]"
fire,night,58,2016-07-12T04:00:00.000Z,2016-07-14T18:45:09.529Z,"[-74.00997185128698,40.705808299816255]"
bug,day,46,2016-07-12T07:00:00.000Z,2016-07-14T18:45:14.127Z,"[-121.80133176422993,39.73469847005967]"
water,day,98,2016-07-13T23:00:00.000Z,2016-07-14T18:45:18.125Z,"[-1.8148942695440269,52.41023008848859]"
grass,day,69,2016-07-13T04:00:00.000Z,2016-07-14T18:45:20.698Z,"[-73.1826702730897,44.46117837880641]"
fire,day,4,2016-07-13T07:00:00.000Z,2016-07-14T18:45:22.153Z,"[-121.50643517069841,38.47282214640674]"
fighting,day,57,2016-07-13T22:00:00.000Z,2016-07-14T18:45:22.320Z,"[-3.648136714737916,40.40900809560293]"
fire,day,4,2016-07-14T07:00:00.000Z,2016-07-14T18:45:24.882Z,"[-76.49586819928582,3.4299790555627823]"
fighting,night,107,2016-07-14T06:00:00.000Z,2016-07-14T18:45:26.269Z,"[-105.10367572166281,39.705612322688125]"
water,day,7,2016-07-13T23:00:00.000Z,2016-07-14T18:45:28.763Z,"[-1.8127098068617329,52.407850020352555]"
normal,day,19,2016-07-14T05:00:00.000Z,2016-07-14T18:45:28.697Z,"[-74.11225134161853,4.690719907786587]"
poison,day,41,2016-07-13T07:00:00.000Z,2016-07-14T18:45:31.637Z,"[-121.80132139981302,39.734611806074554]"
water,night,120,2016-07-13T05:00:00.000Z,2016-07-14T18:45:34.310Z,"[-91.80777028948013,18.64919697462966]"
water,day,8,2016-07-14T05:00:00.000Z,2016-07-14T18:45:36.052Z,"[-101.00263236718568,25.433785931674336]"
grass,day,102,2016-07-11T22:00:00.000Z,2016-07-14T18:45:37.655Z,"[26.1724046982481,-29.120651607704055]"
electric,day,25,2016-07-14T17:00:00.000Z,2016-07-14T18:45:40.053Z,"[106.80298333261004,-6.152926207115783]"
water,day,116,2016-07-13T23:00:00.000Z,2016-07-14T18:45:40.048Z,"[-1.8158246942757899,52.4073612654405]"
normal,day,39,2016-07-13T07:00:00.000Z,2016-07-14T18:45:41.686Z,"[-121.50687407610414,38.4730253963113]"
poison,night,23,2016-07-13T07:00:00.000Z,2016-07-14T18:45:42.442Z,"[-121.80146771646025,39.734652209029434]"
poison,day,41,2016-07-14T06:00:00.000Z,2016-07-14T18:45:50.287Z,"[-84.04291361156659,9.9250058199071]"
ground,day,27,2016-07-09T22:00:00.000Z,2016-07-14T18:45:56.825Z,"[26.17242510282597,-29.125423585196593]"
normal,day,113,2016-07-14T06:00:00.000Z,2016-07-14T18:45:58.890Z,"[-104.96616438267976,39.71719741711479]"
normal,day,21,2016-07-14T06:00:00.000Z,2016-07-14T18:46:01.083Z,"[-84.04437043690001,9.92607535261152]"
water,day,98,2016-07-13T07:00:00.000Z,2016-07-14T18:46:01.966Z,"[-121.50620415933994,38.47250073685518]"
fire,day,4,2016-07-13T22:00:00.000Z,2016-07-14T18:46:02.500Z,"[2.0141276983190437,41.313441847589644]"
rock,day,142,2016-07-14T02:30:00.000Z,2016-07-14T18:46:02.173Z,"[-52.76105451327618,47.56009425332337]"
bug,night,48,2016-07-13T05:00:00.000Z,2016-07-14T18:46:03.034Z,"[-91.81276427766045,18.64747472953387]"
fire,day,4,2016-07-14T06:00:00.000Z,2016-07-14T18:46:07.238Z,"[-104.96659047400617,39.71711834135189]"
fire,day,58,2016-07-10T22:00:00.000Z,2016-07-14T18:46:10.208Z,"[26.17068863228289,-29.12545268984352]"
fire,night,38,2016-07-11T04:00:00.000Z,2016-07-14T18:46:14.548Z,"[-78.32530224018235,40.310818527239746]"
normal,day,133,2016-07-13T22:00:00.000Z,2016-07-14T18:46:17.828Z,"[-3.671362406439414,40.40501255413389]"
water,day,8,2016-07-14T05:00:00.000Z,2016-07-14T18:46:20.097Z,"[-100.97777452441575,25.476015261075915]"
bug,night,46,2016-07-13T05:00:00.000Z,2016-07-14T18:46:21.916Z,"[-91.80849250201761,18.648911100413855]"
ground,day,111,2016-07-10T22:00:00.000Z,2016-07-14T18:46:24.004Z,"[26.170206421218467,-29.123687367056057]"
ground,night,111,2016-07-13T02:30:00.000Z,2016-07-14T18:46:31.033Z,"[-52.70432850645024,47.567340867284656]"
normal,day,19,2016-07-13T22:00:00.000Z,2016-07-14T18:46:31.790Z,"[-3.673127557871851,40.40301181170332]"
bug,day,46,2016-07-13T22:00:00.000Z,2016-07-14T18:46:40.307Z,"[-3.6727158311077517,40.40369708911925]"
fighting,day,56,2016-07-13T07:00:00.000Z,2016-07-14T18:46:41.381Z,"[-121.8415956721348,39.75951202649762]"
fire,night,4,2016-07-14T05:00:00.000Z,2016-07-14T18:46:57.148Z,"[-91.8399271847287,18.660048681513985]"
fire,day,6,2016-07-13T22:00:00.000Z,2016-07-14T18:46:59.190Z,"[2.014231056777902,41.55200031010884]"
water,day,129,2016-07-13T07:00:00.000Z,2016-07-14T18:46:59.777Z,"[-121.50624080996437,38.47267506725785]"
normal,day,18,2016-07-13T07:00:00.000Z,2016-07-14T18:47:26.280Z,"[-121.50613937684881,38.47262424478612]"
poison,day,23,2016-07-14T05:00:00.000Z,2016-07-14T18:47:27.539Z,"[-105.15241044940707,35.62649332234028]"
water,day,131,2016-07-13T22:00:00.000Z,2016-07-14T18:47:35.193Z,"[2.014231056777902,41.55200031010884]"
electric,day,81,2016-07-14T06:00:00.000Z,2016-07-14T18:47:39.135Z,"[-104.95342163790761,39.746285903730524]"
water,day,90,2016-07-13T22:00:00.000Z,2016-07-14T18:47:41.076Z,"[-3.668917969788737,40.41927274372708]"
water,night,7,2016-07-13T02:30:00.000Z,2016-07-14T18:47:41.192Z,"[-52.689684368900586,47.57325099019269]"
grass,night,114,2016-07-13T05:00:00.000Z,2016-07-14T18:47:42.282Z,"[-91.83499234063757,18.641216939494583]"
normal,day,132,2016-07-13T22:00:00.000Z,2016-07-14T18:47:44.728Z,"[2.014231056777902,41.55200031010884]"
psychic,day,96,2016-07-13T23:00:00.000Z,2016-07-14T18:47:44.642Z,"[-1.5440703550047488,53.79558065351446]"
water,day,120,2016-07-13T22:00:00.000Z,2016-07-14T18:47:48.857Z,"[-3.6684197189516397,40.41978714975784]"
rock,day,140,2016-07-13T22:00:00.000Z,2016-07-14T18:47:52.395Z,"[2.014231056777902,41.55200031010884]"
rock,day,139,2016-07-13T22:00:00.000Z,2016-07-14T18:48:01.339Z,"[2.014231056777902,41.55200031010884]"
ground,day,50,2016-07-13T07:00:00.000Z,2016-07-14T18:48:11.707Z,"[-121.50603687479679,38.47255930973557]"
bug,night,10,2016-07-13T05:00:00.000Z,2016-07-14T18:48:12.759Z,"[-91.83925404931666,18.66005651096839]"
fire,day,4,2016-07-13T22:00:00.000Z,2016-07-14T18:48:14.823Z,"[4.727695528090521,50.55297996167329]"
grass,day,2,2016-07-08T06:00:00.000Z,2016-07-14T18:48:17.990Z,"[-85.43697687239944,10.630896978384712]"
water,day,54,2016-07-13T07:00:00.000Z,2016-07-14T18:48:27.857Z,"[-121.50669629772818,38.47297557061438]"
electric,night,100,2016-07-13T22:00:00.000Z,2016-07-14T18:48:37.443Z,"[-3.7547049255955756,40.37631188352131]"
normal,night,19,2016-07-13T05:00:00.000Z,2016-07-14T18:48:40.845Z,"[-91.83444673348325,18.647720836202694]"
electric,day,25,2016-07-13T06:00:00.000Z,2016-07-14T18:48:46.347Z,"[-85.44085024795554,10.629070838968133]"
rock,night,142,2016-07-12T07:00:00.000Z,2016-07-14T18:48:46.865Z,"[-117.26595807817807,33.114701873688745]"
bug,day,123,2016-07-09T05:00:00.000Z,2016-07-14T18:48:54.241Z,"[-96.82007071022186,33.01112735973733]"
fire,day,4,2016-07-14T04:00:00.000Z,2016-07-14T18:49:02.118Z,"[-78.39414941427725,40.46798004028423]"
dragon,day,148,2016-07-14T04:00:00.000Z,2016-07-14T18:49:02.199Z,"[-75.52738952055374,40.05649816819843]"
grass,day,1,2016-07-13T05:00:00.000Z,2016-07-14T18:49:10.367Z,"[-96.82021725815981,33.01106372975373]"
electric,day,25,2016-07-14T05:00:00.000Z,2016-07-14T18:49:16.166Z,"[-96.82012990544507,33.01106703377418]"
fire,day,4,2016-07-13T22:00:00.000Z,2016-07-14T18:49:17.968Z,"[5.048555268257019,50.514796816070344]"
water,day,9,2016-07-14T04:00:00.000Z,2016-07-14T18:49:19.803Z,"[-78.39442463692485,40.46807718237389]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-14T18:49:22.782Z,"[-96.82015607318407,33.011091704989894]"
rock,night,142,2016-07-12T07:00:00.000Z,2016-07-14T18:49:29.714Z,"[-117.38465334583941,33.194361493952144]"
grass,day,2,2016-07-14T05:00:00.000Z,2016-07-14T18:49:32.354Z,"[-96.8202209508237,33.011121778615546]"
water,day,118,2016-07-13T07:00:00.000Z,2016-07-14T18:49:39.133Z,"[-121.50653950879789,38.47288279509178]"
electric,day,25,2016-07-14T06:00:00.000Z,2016-07-14T18:49:39.220Z,"[-84.19995051300396,10.019877168017018]"
electric,day,25,2016-07-14T04:00:00.000Z,2016-07-14T18:49:42.925Z,"[-80.1541759877973,26.203999262043794]"
poison,day,29,2016-07-14T05:00:00.000Z,2016-07-14T18:49:45.287Z,"[-96.8212436715209,33.011469576402376]"
poison,day,30,2016-07-14T05:00:00.000Z,2016-07-14T18:49:51.820Z,"[-96.82083362367294,33.01142237081106]"
normal,day,19,2016-07-14T05:00:00.000Z,2016-07-14T18:49:53.224Z,"[-98.4123848755693,19.1561488961986]"
psychic,night,150,2016-07-13T22:00:00.000Z,2016-07-14T18:49:54.378Z,"[-0.17350048433965526,38.52697775259338]"
normal,day,21,2016-07-14T07:00:00.000Z,2016-07-14T18:49:57.265Z,"[-123.11806639239266,44.610816429235825]"
bug,day,15,2016-07-14T05:00:00.000Z,2016-07-14T18:49:58.478Z,"[-96.82417723832513,33.011727245436276]"
grass,day,3,2016-07-14T05:00:00.000Z,2016-07-14T18:49:58.967Z,"[-93.18165961502935,16.764590001519636]"
water,day,120,2016-07-11T06:00:00.000Z,2016-07-14T18:49:59.399Z,"[-85.44395992023686,10.625518241831102]"
water,night,120,2016-07-13T22:00:00.000Z,2016-07-14T18:50:05.533Z,"[2.78013167306824,41.6764682325873]"
electric,night,125,2016-07-14T07:00:00.000Z,2016-07-14T18:50:08.192Z,"[-117.38531601032281,33.19374526851483]"
bug,day,127,2016-07-14T05:00:00.000Z,2016-07-14T18:50:11.532Z,"[-94.76884875370706,38.91109953847666]"
fire,day,5,2016-07-12T04:00:00.000Z,2016-07-14T18:50:13.481Z,"[-75.2535113811717,41.570846134134854]"
water,day,120,2016-07-14T05:00:00.000Z,2016-07-14T18:50:13.924Z,"[-96.82432301411845,33.010757005967946]"
water,day,116,2016-07-10T06:00:00.000Z,2016-07-14T18:50:16.301Z,"[-85.44412337125824,10.625818927869076]"
grass,night,2,2016-07-14T07:00:00.000Z,2016-07-14T18:50:18.496Z,"[106.84562071066352,-6.2088479983988805]"
fire,day,5,2016-07-14T05:00:00.000Z,2016-07-14T18:50:20.285Z,"[-93.18165961502935,16.764590001519636]"
dragon,night,147,2016-07-13T22:00:00.000Z,2016-07-14T18:50:35.354Z,"[-0.17342223047816674,38.52689518911154]"
poison,day,29,2016-07-14T07:00:00.000Z,2016-07-14T18:50:37.624Z,"[-123.11799252925528,44.61077586147914]"
poison,day,23,2016-07-13T22:00:00.000Z,2016-07-14T18:50:39.798Z,"[2.7823236795830155,41.67445273057223]"
water,day,55,2016-07-14T06:00:00.000Z,2016-07-14T18:50:41.253Z,"[-84.20014594613554,10.01658057280251]"
normal,day,39,2016-07-13T22:00:00.000Z,2016-07-14T18:50:56.645Z,"[2.7819734793388022,41.674497095077896]"
water,day,7,2016-07-14T05:00:00.000Z,2016-07-14T18:50:59.979Z,"[-96.82031358089098,33.00796858212796]"
fire,day,78,2016-07-10T07:00:00.000Z,2016-07-14T18:51:03.976Z,"[-117.21575009581714,33.12079962063301]"
normal,day,39,2016-07-13T22:00:00.000Z,2016-07-14T18:51:08.564Z,"[2.7832111705974114,41.67690130709627]"
normal,day,16,2016-07-14T07:00:00.000Z,2016-07-14T18:51:17.600Z,"[-123.11797521393719,44.610853282000704]"
bug,day,48,2016-07-13T22:00:00.000Z,2016-07-14T18:51:18.914Z,"[2.7800400380865256,41.676447105823684]"
poison,day,23,2016-07-14T05:00:00.000Z,2016-07-14T18:51:24.409Z,"[-99.09323593161996,19.516884684731707]"
bug,day,47,2016-07-13T23:00:00.000Z,2016-07-14T18:51:36.072Z,"[-15.388452332189189,27.860090800233536]"
dragon,day,148,2016-07-13T22:00:00.000Z,2016-07-14T18:51:43.487Z,"[18.076235473424845,59.37826087806948]"
electric,day,25,2016-07-13T22:00:00.000Z,2016-07-14T18:51:50.484Z,"[-0.173487666138044,38.52702212507461]"
fighting,day,66,2016-07-13T22:00:00.000Z,2016-07-14T18:52:03.142Z,"[-2.451587376140708,36.844532883479474]"
fire,day,58,2016-07-13T22:00:00.000Z,2016-07-14T18:52:12.575Z,"[2.779197309554064,41.67167689606788]"
dragon,day,147,2016-07-13T22:00:00.000Z,2016-07-14T18:52:14.678Z,"[-0.17350558008632788,38.52701808059686]"
fire,day,4,2016-07-13T22:00:00.000Z,2016-07-14T18:53:06.520Z,"[-4.763756439224238,37.866261203987094]"
normal,day,143,2016-07-14T06:00:00.000Z,2016-07-14T18:53:30.042Z,"[-84.13172471030926,9.98654359423928]"
fire,day,136,2016-07-14T07:00:00.000Z,2016-07-14T18:53:37.683Z,"[-121.6915476531145,38.683414757133164]"
rock,day,142,2016-07-13T22:00:00.000Z,2016-07-14T18:53:53.111Z,"[-73.98610145174389,40.72981650387604]"
normal,day,16,2016-07-13T22:00:00.000Z,2016-07-14T18:53:56.972Z,"[-4.763756439224238,37.866261203987094]"
grass,day,1,2016-07-13T22:00:00.000Z,2016-07-14T18:53:59.176Z,"[-2.4129633345902164,42.94277233290319]"
dragon,day,147,2016-07-13T22:00:00.000Z,2016-07-14T18:54:03.681Z,"[-1.3156049734269573,37.56228966088379]"
electric,day,25,2016-07-14T05:00:00.000Z,2016-07-14T18:54:05.252Z,"[-98.74103874478489,20.114957578529]"
fire,day,5,2016-07-11T22:00:00.000Z,2016-07-14T18:54:19.860Z,"[-0.3756226803851064,39.48062914030561]"
grass,day,1,2016-07-14T05:00:00.000Z,2016-07-14T18:54:20.863Z,"[-98.17902418676493,19.10382594460026]"
grass,day,1,2016-07-13T22:00:00.000Z,2016-07-14T18:54:38.498Z,"[-2.939945299860142,43.26537845451827]"
normal,day,16,2016-07-14T05:00:00.000Z,2016-07-14T18:54:42.662Z,"[-98.41276713944332,19.15616817191642]"
bug,day,127,2016-07-13T22:00:00.000Z,2016-07-14T18:54:42.426Z,"[-0.381529908206943,39.481581292287615]"
psychic,day,96,2016-07-14T03:00:00.000Z,2016-07-14T18:54:47.501Z,"[-66.03701632069584,45.2835825764771]"
normal,day,16,2016-07-13T22:00:00.000Z,2016-07-14T18:54:48.035Z,"[-2.940155559406662,43.26580662508917]"
ground,day,28,2016-07-13T22:00:00.000Z,2016-07-14T18:54:52.518Z,"[-0.3851672551491845,39.48023108832393]"
rock,day,95,2016-07-13T22:00:00.000Z,2016-07-14T18:55:04.982Z,"[-0.3779073742831258,39.48145113779279]"
psychic,day,65,2016-07-14T04:00:00.000Z,2016-07-14T18:55:09.542Z,"[-84.50525422964189,38.03562116121674]"
water,day,7,2016-07-14T07:00:00.000Z,2016-07-14T18:55:10.018Z,"[-123.75687948111889,50.65698501252021]"
fire,day,6,2016-07-14T07:00:00.000Z,2016-07-14T18:55:16.530Z,"[-123.75687948111889,50.65698501252021]"
normal,day,133,2016-07-14T05:00:00.000Z,2016-07-14T18:55:22.463Z,"[-93.6398828003871,45.24026360442002]"
ghost,day,92,2016-07-14T05:00:00.000Z,2016-07-14T18:55:26.333Z,"[-98.18228113766519,19.033577307461925]"
bug,day,47,2016-07-14T04:00:00.000Z,2016-07-14T18:55:37.858Z,"[-77.66980623386662,37.6274920389733]"
